system,leader_kill,delay_120ms,loss_8pct,partition,majority_crash,majority_partition
consul,1548.2889659132761,67.5105917831454,8.93117442453888,530.2704293411748,1782.7272347014718,1715.2890591444302
etcd,72.97133332738593,24.946818985647766,22.569264541175215,51.23513529215164,770.5684012087866,45.228702754287184
zookeeper,4.910801711313544,8.240377621965397,16.74046978304179,48.90196193190049,2.324146846800101,11086.64675797536
